,weight
20447,1712535.316
20448,1973069.96
20449,1884481.023
20450,1993531.471
20451,1789409.927
20452,1741749.785
20453,1618298.295
20454,1804350.138
20455,1829388.206
20456,1649570.062
20457,2072664.908
20458,2002960.161
20459,1747408.435
20460,1631427.884
20461,1716840.921
20462,1624411.72
20463,1899565.266
20464,2005810.19
20465,2387364.369
20466,2464101.981
20467,1530002.247
20468,1838511.773
20469,1858407.571
20470,1809703.295
20471,1789797.107
20472,1619778.464
20473,1629661.126
20474,1735607.708
20475,1728713.956
20476,1727726.491
20477,1427616.441
20478,1702580.388
20479,1610665.904
20480,2180968.047
20481,1688118.175
20482,2105712.731
20483,1695995.804
20484,1737186.273
20485,1573104.631
20486,2369124.061
20487,1922057.258
20488,1694400.983
20489,2004765.287
20490,2144063.652
20491,2029254.925
20492,1683655.294
20493,1486310.476
20494,2061269.711
20495,1648195.014
20496,1635613.02
20497,1614683.381
20498,2106805.526
20499,1951230.96
20500,1502621.693
20501,2410231.044
20502,1679012.62
20503,1932982.733
20504,1866101.023
20505,1685493.343
20506,1827368.314
20507,1753476.672
20508,1884474.469
20509,2137130.307
20510,2322467.132
20511,2236684.013
20512,2376930.511
20513,1868136.966
20514,2355538.58
20515,1891978.137
20516,2517270.317
20517,1611209.745
20518,2085669.991
20519,1530181
20520,1734551.965
20521,1467608.445
20522,1607689.749
20523,2305201.68
20524,2284543.762
20525,1835692.743
20526,1940881.891
20527,1453602.934
20528,1603601.761
20529,1979574.955
20530,1661510.86
20531,1583154.847
20532,1506475.705
20533,2337646.352
20534,1795696.485
20535,1515129.392
20536,1941516.79
20537,1866572.268
20538,2411735.348
20539,1540771.649
20540,1446145.941
20541,2358454.898
20542,1980916.821
20543,1840062.936
20544,1876162.182
20545,1620568.388
20546,1687065.012
20547,1678135.874
20548,1630883.958
20549,1905227.624
20550,1801255.566
20551,1493649.592
20552,1743788.576
20553,2372212.955
20554,2521024.909
20555,1610064.936
20556,1659595.8
20557,2151468.352
20558,1696402.758
20559,2110604.263
20560,1613985.802
20561,1769872.51
20562,1866662.109
20563,1757234.028
20564,1789722.059
20565,1537986.746
20566,1811030.966
20567,1597557.858
20568,2572895.775
20569,1767397.263
20570,1898157.405
20571,1753561.614
20572,2066264.906
20573,1573836.721
20574,2503416.808
20575,1571788.078
20576,1890229.881
20577,1850530.292
20578,1530166.284
20579,1912828.549
20580,2343898.363
20581,1843990.536
20582,1662275.775
20583,1800536.303
20584,1681353.435
20585,1879155.81
20586,1550463.768
20587,1794599.692
20588,2020202.497
20589,1658137.746
20590,2145835.857
20591,1970166.627
20592,1907828.187
20593,1623966.266
20594,1702955.151
20595,1714819.965
20596,1994835.341
20597,1489113.755
20598,2001415.07
20599,1785895.091
20600,1643525.289
20601,1738230.848
20602,2201346.025
20603,1804095.372
20604,1556125.491
20605,1730479.951
20606,2173656.081
20607,1761448.866
20608,1633163.606
20609,1545841.015
20610,1682248.136
20611,1918414.077
20612,1613676.401
20613,1660120.238
20614,2601528.479
20615,1784909.395
20616,1597654.524
20617,1679658.286
20618,1777453.729
20619,2071398.791
20620,2052187.673
20621,1993849.961
20622,1908741.964
20623,1601609.681
20624,1844587.793
20625,2219905.121
20626,1778542.509
20627,2195801.433
20628,1709193.058
20629,1578870.222
20630,1904616.228
20631,1991842.068
20632,2448462.24
20633,2075922.656
20634,1710351.652
20635,2289208.981
20636,1953715.934
20637,1779129.776
20638,2220046.287
20639,1614045.864
20640,2326103.281
20641,1734055.01
20642,2091953.541
20643,1548827.956
20644,2052251.688
20645,1970953.791
20646,1818039.022
20647,1715242.761
20648,1693418.624
20649,2362918.096
20650,2207960.883
20651,1945825.718
20652,1685601.534
20653,2137324.85
20654,1606098.053
20655,1828872.696
20656,1687566.75
20657,1738925.516
20658,1727280.067
20659,1793263.438
20660,1806604.346
20661,1622551.511
20662,1972699.433
20663,1865353.583
20664,2391763.496
20665,1546599.467
20666,1627398.088
20667,1753499.19
20668,1745729.573
20669,1906043.652
20670,2031526.828
20671,1807823.134
20672,1790550.528
20673,1777184.913
20674,1855107.396
20675,1540702.639
20676,2195335.355
20677,2030981.4
20678,1910178.807
20679,1709584.57
20680,2056767.981
20681,1726285.878
20682,1508015.67
20683,1923147.848
20684,1763177.803
20685,2108389.701
20686,1923722.94
20687,1525261.073
20688,2046670.046
20689,1746787.54
20690,1823402.536
20691,1884854.914
20692,1938423.496
20693,2146575.188
20694,1790565.356
20695,1722601.835
20696,1578286.939
20697,1819174.438
20698,2378001.18
20699,2014431.832
20700,2126839.743
20701,1600172.336
20702,1689409.751
20703,1819068.119
20704,1783381.948
20705,1930132.433
20706,1636848.623
20707,1408128.329
20708,1603008.955
20709,2099756.094
20710,1760915.927
20711,1614673.342
20712,1921977.896
20713,2099404.274
20714,1884054.887
20715,1700136.134
20716,1706908.525
20717,1831064.05
20718,2024381.179
20719,1757368.843
20720,1747014.487
20721,1744074.934
20722,1727966.856
20723,1709154.578
20724,1485342.438
20725,1933446.908
20726,1787772.644
20727,1563020.858
20728,1948497.673
20729,1929039.444
20730,1893601.966
20731,2037382.355
20732,2101354.353
20733,1558801.959
20734,1722831.856
20735,2267997.109
20736,1869176.851
20737,1434737.422
20738,2004840.539
20739,1454295.529
20740,2004420.205
20741,1695978.747
20742,1454753.643
20743,2063993.321
20744,1842897.95
20745,2008703.887
20746,1868857.435
20747,1971142.299
20748,1887743.246
20749,1569257.231
20750,1996775.693
20751,1774316.513
20752,2036123.526
20753,1651252.143
20754,1696242.447
20755,2009446.884
20756,1859595.503
20757,1854630.731
20758,2151541.184
20759,2277466.482
20760,1917124.794
20761,1643226.136
20762,1959743.7
20763,1604834.272
20764,1747644.382
20765,1684288.28
20766,1603679.879
20767,1862571.384
20768,1666561.857
20769,1778173.544
20770,1526157.056
20771,1774810.272
20772,2067633.878
20773,1937908.252
20774,1954386.585
20775,1787293.52
20776,1816506.485
20777,2190503.505
20778,1860459.335
20779,1736448.679
20780,2038366.821
20781,1829812.35
20782,1728326.859
20783,1740733.182
20784,1713760.3
20785,1670252.823
20786,1547904.063
20787,1941637.338
20788,1547308.946
20789,2269040.356
20790,1925771.429
20791,1980897.605
20792,1902435.009
20793,2517305.297
20794,1917469.301
20795,2067163.104
20796,1751766.972
20797,2722719.348
20798,1713075.076
20799,2326535.187
20800,1806262.082
20801,1595852.156
20802,2594818.589
20803,2361373.494
20804,1714420.064
20805,1852268.105
20806,1983101.613
20807,2110761.782
20808,1607025.876
20809,1731295.484
20810,2144481.628
20811,1897035.238
20812,1597093.015
20813,2044499.132
20814,2097526.975
20815,2745086.706
20816,2134682.844
20817,2068464.78
20818,2815868.753
20819,1990040.162
20820,1494111.079
20821,2577856.925
20822,1706195.151
20823,1810986.984
20824,2043542.565
20825,1727175.305
20826,1575270.415
20827,2065048.006
20828,2111856.562
20829,1680229.387
20830,1611672.146
20831,1594078.863
20832,1625025.545
20833,1750563.401
20834,1520902.253
20835,1927808.964
20836,1946364.779
20837,1684770.832
20838,1809006.124
20839,1747272.863
20840,1894376.38
20841,1754620.268
20842,1755635.261
20843,1956298.27
20844,1632631.768
20845,2248376.267
20846,1915806.106
20847,1659038.193
20848,1948680.403
20849,1741682.958
20850,2150545.11
20851,1887578.19
20852,1775720.69
20853,1896447.759
20854,1775068.47
20855,2886309.104
20856,1646091.547
20857,1783020.312
20858,2118009.648
20859,1497161.087
20860,2465381.454
20861,1687264.599
20862,1961944.807
20863,1619600.746
20864,2486843.093
20865,1543058.465
20866,1771870.248
20867,1601657.822
20868,1754056.438
20869,2022107.98
20870,2043552.597
20871,1912877.634
20872,1582164.107
20873,2015640.671
20874,2239944.052
20875,1808331.648
20876,1986530.842
20877,1546346.734
20878,2385365.192
20879,2054474.47
20880,2040577.746
20881,1873173.676
20882,1870582.995
20883,1691441
20884,2035070.677
20885,2045259.82
20886,1733902.427
20887,2014870.859
20888,1998514.359
20889,1742932.83
20890,1759999.293
20891,2108197.506
20892,2145534.38
20893,1602173.769
20894,2050318.718
20895,1961489.231
20896,1700972.502
20897,1743565.548
20898,1986899.089
20899,2006279.489
20900,1999111.426
20901,1847617.561
20902,1766623.89
20903,1508480.289
20904,1598282.217
20905,1792379.778
20906,1800167.853
20907,1635279.371
20908,2393128.251
20909,1641887.251
20910,1832124.22
20911,1651300.331
20912,1910684.035
20913,1636428.415
20914,1784247.447
20915,1768385.641
20916,1828174.571
20917,2037812.98
20918,1926417.731
20919,1498827.414
20920,1763300.176
20921,1852789.451
20922,1950228.399
20923,1863953.706
20924,1436192.614
20925,1897037.761
20926,1817384.035
20927,1708558.023
20928,2229773.903
20929,1980125.866
20930,1696388.717
20931,1746140.17
20932,2572945.686
20933,1771616.929
20934,1770156.038
20935,1896591.679
20936,2600321.199
20937,1951602.598
20938,1447551.313
20939,2004276.653
20940,1773311.328
20941,1477733.918
20942,2143886.008
20943,1660868.882
20944,1466097.802
20945,1642717.727
20946,1728066.254
20947,1410968.69
20948,2009795.805
20949,1770276.771
20950,1566975.467
20951,1974444.678
20952,2136288.091
20953,1535190.237
20954,2169752.726
20955,1707072.144
20956,1984195.424
20957,1931784.507
20958,1661367.902
20959,1937201.75
20960,2426550.465
20961,1722218.829
20962,1708389.442
20963,1968872.006
20964,1819410.049
20965,2168045.307
20966,1929838.717
20967,1767422.701
20968,1380318.399
20969,1840631.124
20970,1738435.027
20971,2117919.5
20972,1825490.008
20973,1935367.299
20974,1878770.301
20975,2108496.039
20976,1844349.403
20977,1840088.82
20978,1676715.425
20979,1719371.658
20980,1749935.819
20981,1993895.968
20982,2528316.682
20983,1920846.281
20984,1986777.942
20985,1911929.736
20986,1686302.984
20987,1552123.186
20988,2312714.962
20989,1527641.873
20990,1896440.483
20991,2295694.085
20992,1850092.277
20993,2357078.598
20994,1880689.649
20995,1507572.38
20996,1489112.848
20997,1919324.541
20998,1758950.886
20999,1897991.232
21000,1651332.584
21001,2057903.35
21002,2093804.673
21003,1873391.813
21004,1925838.006
21005,2029584.048
21006,1634537.658
21007,2297025.577
21008,1971374.88
21009,1522324.449
21010,1825038.72
21011,1535112.713
21012,1806815.054
21013,1969897.57
21014,1944726.578
21015,1551989.624
21016,2422987.647
21017,1927142.265
21018,2708457.762
21019,1790347.681
21020,2214586.385
21021,1878080.476
21022,1563696.476
21023,2279793.232
21024,1849967.072
21025,1678691.405
21026,1827075.392
21027,1556194.472
21028,1864484.404
21029,1876623.246
21030,1758506.929
21031,1658079.549
21032,2064235.623
21033,1643623.537
21034,1642691.761
21035,2006666.336
21036,1823958.45
21037,1775256.072
21038,1889791.247
21039,1703626.194
21040,1955506.884
21041,1572084.081
21042,1909810.769
21043,1774712.406
21044,2128590.461
21045,2188558.763
21046,2181175.472
21047,2495495.604
21048,1656687.72
21049,1971409.745
21050,2421048.035
21051,2164285.62
21052,1816689.387
21053,2167696.955
21054,1745148.012
21055,1956481.029
21056,2199708.072
21057,1994198.817
21058,2010853.492
21059,1939127.522
21060,1680446.777
21061,2140595.026
21062,2819907.675
21063,1671246.752
21064,1770572.502
21065,1521914.404
21066,2046397.303
21067,1867261.834
21068,2014151.663
21069,1637948.6
21070,1668324.94
21071,2172794.886
21072,1933364.019
21073,2232727.669
21074,2331753.895
21075,1752171.995
21076,1906907.434
21077,1689108.777
21078,2070736.053
21079,1430320.736
21080,1732840.528
21081,1983290.638
21082,1533906.319
21083,1659099.82
21084,2121734.537
21085,1818771.317
21086,1989462.752
21087,2363128.312
21088,1768213.037
21089,2381110.123
21090,1682328.994
21091,1427609.271
21092,2439564.426
21093,2226258.318
21094,2123439.252
21095,1875244.88
21096,1976996.845
21097,1555275.296
21098,1785846.505
21099,2134073.761
21100,1747727.506
21101,1672077.233
21102,2322255.769
21103,1636546.245
21104,1877232.036
21105,1750419.2
21106,1417793.285
21107,2131796.801
21108,2373607.237
21109,1836392.486
21110,1894461.599
21111,1820415.014
21112,2028948.257
21113,2028276.895
21114,1887965.705
21115,1546253.735
21116,1910285.483
21117,1701424.155
21118,1723217.312
21119,1834316.693
21120,1897665.702
21121,1738445.746
21122,1974387.932
21123,2185372.68
21124,2069994.082
21125,2005066.677
21126,1909876.783
21127,1839363.299
21128,1882995.496
21129,2023872.749
21130,1831570.781
21131,2008761.714
21132,1931932.133
21133,1904371.958
21134,1670183.989
21135,1963582.559
21136,1494124.512
21137,1753877.223
21138,1984900.967
21139,2187909.954
21140,2042102.631
21141,2204388.942
21142,1414858.677
21143,2156727.749
21144,1510669.336
21145,1947866.345
21146,2054994.894
21147,1853845.184
21148,1904989.516
21149,2313619.007
21150,1604027.888
21151,2233209.923
21152,1750686.279
21153,1530823.076
21154,1820949.586
21155,1752536.945
21156,2148128.565
21157,1723739.878
21158,1829259.146
21159,1976670.427
21160,1744751.632
21161,1680922.808
21162,1887552.778
21163,1985244.112
21164,1621764.707
21165,1613129.487
21166,2185004.408
21167,2101954.769
21168,1753289.202
21169,1437714.285
21170,1863599.999
21171,1760789.866
21172,2392734.25
21173,1605219.678
21174,2004852.682
21175,1898651.57
21176,2143224.281
21177,1854457.188
21178,1942131.93
21179,1726934.781
21180,2211762.215
21181,2043293.151
21182,1643940.879
21183,1694825.535
21184,2065233.662
21185,1529470.937
21186,2028026.397
21187,1519854.074
21188,1680960.426
21189,1541491.139
21190,2021773.64
21191,2089084.447
21192,1825581.775
21193,1763115.021
21194,1431262.335
21195,1688631.706
21196,1901637.161
21197,1451130.704
21198,2043921.961
21199,1782615.137
21200,1532756.483
21201,1526483.975
21202,1890495.106
21203,2100479.286
21204,1757206.226
21205,2020213.878
21206,1836525.665
21207,1387900.734
21208,1697846.713
21209,1821844.874
21210,2321438.88
21211,1626841.586
21212,2096634.151
21213,2106591.481
21214,1797892.86
21215,1691613.446
21216,1587469.563
21217,2121525.995
21218,1703373.433
21219,1880989.21
21220,1678195.486
21221,1973705.082
21222,2179730.812
21223,1954379.584
21224,2193752.262
21225,2246490.239
21226,2049220.525
21227,1854407.331
21228,1929128.543
21229,1683723.624
21230,2111352.35
21231,2030663.112
21232,2384324.474
21233,2179171.723
21234,2127482.72
21235,2270649.391
21236,1601906.161
21237,1721894.918
21238,2094265.398
21239,1806601.49
21240,1871075.481
21241,1766468.16
21242,1791646.545
21243,2027487.841
21244,1750638.786
21245,2340482.59
21246,2109603.54
21247,1471872.008
21248,1818211.128
21249,1799621.94
21250,1715753.379
21251,1470181.717
21252,1764415.644
21253,1723282.002
21254,1902766.974
21255,1775762.262
21256,1900589.653
21257,2130427.64
21258,2000810.489
21259,2129495.943
21260,1809275.025
21261,2206484.247
21262,1614153.848
21263,1683028.365
21264,1932298.506
21265,1680828.788
21266,1857711.712
21267,1654502.19
21268,2419675.366
21269,2070381.652
21270,1492252.655
21271,2151131.139
21272,2169094.878
21273,2001642.767
21274,1606114.552
21275,2273327.05
21276,1428684.917
21277,1723527.216
21278,1817919.909
21279,1767544.908
21280,2296118.377
21281,1973732.222
21282,2047866.901
21283,1424881.644
21284,1598080.541
21285,2263861.904
21286,2031265.285
21287,1804848.809
21288,1817650.451
21289,1942759.235
21290,1849356.499
21291,1855905.812
21292,2118844.601
21293,2099256.94
21294,2276581.907
21295,2303274.224
21296,1587549.364
21297,2028565.281
21298,1948166.289
21299,1670026.75
21300,1727199.045
21301,1677800.872
21302,2398328.872
21303,1741686.939
21304,1578647.059
21305,1694841.113
21306,1649222.45
21307,1846800.852
21308,1981641.292
21309,1907176.696
21310,1578585.812
21311,1847587.328
21312,1977298.122
21313,2273769.632
21314,1980621.828
21315,1924703.431
21316,1577761.772
21317,1832924.97
21318,1917861.82
21319,1965454.097
21320,1960858.954
21321,1709287.885
21322,1772819.551
21323,2305652.734
21324,1964605.172
21325,2180456.965
21326,1855400.798
21327,1770866.838
21328,1427548.367
21329,1886478.286
21330,2008039.816
21331,1601750.167
21332,1679750.665
21333,1558722.593
21334,1952489.448
21335,2436796.101
21336,1794702.078
21337,1852663.591
21338,1888148.935
21339,1891411.392
21340,1626315.79
21341,1883074.317
21342,1744129.643
21343,1839794.1
21344,1713199.972
21345,1665104.971
21346,1845204.833
21347,1928367.407
21348,1891062.962
21349,2459272.837
21350,1793639.056
21351,1842693.171
21352,1671422.926
21353,1643356.223
21354,1982568.725
21355,1869329.426
21356,1913118.574
21357,1641103.118
21358,1818239.971
21359,1782003.321
21360,1771271.411
21361,1704433.928
21362,1482947.856
21363,1908404.333
21364,2155626.432
21365,1921890.652
21366,1858772.26
21367,1729696.497
21368,2875894.808
21369,2224303.674
21370,1834076.451
21371,2051971.397
21372,1740816.077
21373,2269114.55
21374,1868018.139
21375,1663607.826
21376,2048994.945
21377,2671767.214
21378,1633923.704
21379,1882170.41
21380,1951646.529
21381,1701492.083
21382,2129883.729
21383,1809758.801
21384,1736069.35
21385,2002163.449
21386,2034504.458
21387,1985536.151
21388,1979497.742
21389,1769835.124
21390,1762274.205
21391,1928369.477
21392,1670015.581
21393,1769384.3
21394,1791013.621
21395,1940020.585
21396,1625125.235
21397,1675689.503
21398,2106671.805
21399,1728379.088
21400,2492808.007
21401,1617379.121
21402,1854250.167
21403,1656750.935
21404,1773239.961
21405,1577746.372
21406,2092519.099
21407,2164114.101
21408,1842181.575
21409,1865475.585
21410,1976309.087
21411,1794425.066
21412,2095035.499
21413,1633997.799
21414,2031258.277
21415,2065165.958
21416,1682205.997
21417,1611035.523
21418,2056158.566
21419,1876980.449
21420,1476767.823
21421,1985925.929
21422,1565785.163
21423,1767938.329
21424,2203328.303
21425,2020595.604
21426,1787511.525
21427,2062338.812
21428,1807388.983
21429,2163781.374
21430,2170432.593
21431,1857062.181
21432,1948968.277
21433,1790224.568
21434,2418432.349
21435,1737952.671
21436,1513175.096
21437,1682101.645
21438,1823948.91
21439,2127887.188
21440,2308882.738
21441,1893409.743
21442,1934913.892
21443,1687085.601
21444,1695768.923
21445,1895180.8
21446,2302006.124
21447,1850549.288
21448,1876625.779
21449,1533859.039
21450,1677611.585
21451,1757397.271
21452,1541140.583
21453,1580075.722
21454,1945560.874
21455,1668965.621
21456,1631784.786
21457,2068380.387
21458,1816463.62
21459,2088238.424
21460,1858393.704
21461,1673064.043
21462,2406456.083
21463,1753465.191
21464,2105401.312
21465,2045863.844
21466,1907445.49
21467,2034301.044
21468,1976739.169
21469,1728037.293
21470,1565944.052
21471,1823691.471
21472,1678572.412
21473,1778537.406
21474,1464289.182
21475,1793690.803
21476,1930008.945
21477,2028700.242
21478,1705964.283
21479,1537184.736
21480,1984989.696
21481,1650741.694
21482,2030917.521
21483,1839815.349
21484,1775793.724
21485,1913354.92
21486,2066245.563
21487,1656089.132
21488,1937067.168
21489,1636952.028
21490,1796790.291
21491,1632078.926
21492,1717462.344
21493,1466919.026
21494,1628590.907
21495,1906498.145
21496,2009308.764
21497,1937066.911
21498,1754874.246
21499,1904084.004
21500,1590034.829
21501,1658581.28
21502,1814044.674
21503,1992683.721
21504,1489361.01
21505,2234908.631
21506,2276324.089
21507,1810695.748
21508,1822977.91
21509,1839048.517
21510,1801334.212
21511,1814389.359
21512,1570318.981
21513,1620712.931
21514,1919449.601
21515,1756230.334
21516,2112925.699
21517,1939551.014
21518,1897374.753
21519,2110268.51
21520,1709833.114
21521,1817154.745
21522,2113989.999
21523,2159543.55
21524,2159000.723
21525,1946165.342
21526,1544657.106
21527,2221340.543
21528,1886214.943
21529,1592893.942
21530,1867309.731
21531,1815748.055
21532,1843489.878
21533,2248620.492
21534,2386549.486
21535,1947579.649
21536,2006301.023
21537,1859546.439
21538,1602731.479
21539,1743685.734
21540,1645896.104
21541,1520456.481
21542,1518487.381
21543,1766031.477
21544,2265878.282
21545,1896305.664
21546,1785066.976
21547,2010206.176
21548,1559105.428
21549,1985615.266
21550,1898271.069
21551,1630471.027
21552,1987047.665
21553,2111886.803
21554,1707302.391
21555,1316501.135
21556,2104765.959
21557,1747687.358
21558,1969877.79
21559,1736381.883
21560,1648732.307
21561,1407425.823
21562,1950254.403
21563,1816216.166
21564,1769494.991
21565,1749284.32
21566,1620605.557
21567,2670887.341
21568,1471625.423
21569,2039645.442
21570,1369472.892
21571,1923954.023
21572,1608984.509
21573,1768929.354
21574,1865204.675
21575,1592270.417
21576,2157074.441
21577,2085001.919
21578,1986555.921
21579,1643996.874
21580,1756093.694
21581,1698491.094
21582,2000879.515
21583,1930402.338
21584,1685024.399
21585,1782030.498
21586,2163888.448
21587,1479135.879
21588,2102946.955
21589,1735935.405
21590,1889262.292
21591,2189353.822
21592,2156184.358
21593,1521898.692
21594,2470205.074
21595,2094616.802
21596,1642564.668
21597,2081111.657
21598,1945191.401
21599,1418182.7
21600,1679702.85
21601,1808650.475
21602,2001741.376
21603,1884179.986
21604,1518219.713
21605,1813309.245
21606,1844109.56
21607,2041555.26
21608,1641926.463
21609,1941680.974
21610,2020588.594
21611,1956622.625
21612,1872265.581
21613,1594100.508
21614,1757402.552
21615,1799607.496
21616,2221015.666
21617,1972161.191
21618,2262261.736
21619,2173435.549
21620,2353576.572
21621,1691304.415
21622,1547595.833
21623,1725856.816
21624,1815280.859
21625,1863133.05
21626,1746763.106
21627,1642782.401
21628,2364246.75
21629,2149173.385
21630,2136327.645
21631,1831105.409
21632,1675318.725
21633,1630731.692
21634,2063568.224
21635,1988462.508
21636,1927393.047
21637,2027393.613
21638,2237224.325
21639,1539462.416
21640,1893113.03
21641,1890779.082
21642,1582456.737
21643,1962560.468
21644,1723843.958
21645,1784263.571
21646,1971970.556
21647,2050801.567
21648,2041191.647
21649,1925638.85
21650,2628114.554
21651,1584447.795
21652,1895994.094
21653,1962399.557
21654,1691680.332
21655,1931645.38
21656,1890830.476
21657,1899728.339
21658,2161102.515
21659,2330828.587
21660,1715838.766
21661,2146885.367
21662,1612713.431
21663,1759521.66
21664,1598726.863
21665,2001359.799
21666,2081326.475
21667,1959592.746
21668,1965473.67
21669,1650729.314
21670,1773298.341
21671,1617649.151
21672,1679144.458
21673,1694947.006
21674,2337751.001
21675,1862628.525
21676,2370272.942
21677,1600468.028
21678,1646756.431
21679,1509320.168
21680,2045754.433
21681,1588343.317
21682,1768449.316
21683,2001503.007
21684,2122849.081
21685,1657179.124
21686,1649891.272
21687,1380669.169
21688,2138569.499
21689,1626377.091
21690,1580333.526
21691,1961968.156
21692,1832277.472
21693,1647424.583
21694,1688956.352
21695,1630020.537
21696,1669389.097
21697,1693574.084
21698,1949571.108
21699,1984072.304
21700,1753382.923
21701,1758757.703
21702,1892854.816
21703,1650027.442
21704,2008321.431
21705,2139865.728
21706,1963806.092
21707,1827358.07
21708,2078577.151
21709,1808404.24
21710,1701702.458
21711,1641915.516
21712,1649794.748
21713,1390924.253
21714,2001718.721
21715,2113791.085
21716,1744190.584
21717,2006694.864
21718,2359145.744
21719,2314395.4
21720,1985440.192
21721,2245601.526
21722,2412164.975
21723,1993675.933
21724,2076066.417
21725,1574702.145
21726,1695064.217
21727,1651007.453
21728,2240185.385
21729,2065254.881
21730,1636292.572
21731,1808135.838
21732,1626054.401
21733,1813296.128
21734,2307145.299
21735,2300563.681
21736,2023932.733
21737,2009223.706
21738,1985422.066
21739,2080300.777
21740,2109099.024
21741,2090903.928
21742,1560970.579
21743,1998659.027
21744,1584619.633
21745,1675879.148
21746,1683152.508
21747,1838460.606
21748,1929129.561
21749,1772085.918
21750,2003882.865
21751,2236559.318
21752,1812571.588
21753,1644124.522
21754,2124943.669
21755,1811291.373
21756,1872586.768
21757,2622798.799
21758,1695704.854
21759,1859843.148
21760,1517377.39
21761,1764651.538
21762,2198805.191
21763,1558575.924
21764,2082612.211
21765,2112540.224
21766,1839679.232
21767,1607843.822
21768,1485494.756
21769,1924454.225
21770,2387767.038
21771,2150234.764
21772,2116803.177
21773,1895864.438
21774,2149765.159
21775,1749651.596
21776,1836824.908
21777,1958198.4
21778,2203267.835
21779,1712614.067
21780,2174576.618
21781,1842750.216
21782,2265648.101
21783,1918976.621
21784,1546727.329
21785,1889093.784
21786,2193087.172
21787,1454356.797
21788,1884836.015
21789,2137956.38
21790,2079306.139
21791,1825634.346
21792,2214343.718
21793,1518902.666
21794,2119041.915
21795,2170718.94
21796,1672262.061
21797,2112932.978
21798,2084696.447
21799,1681672.736
21800,2180445.851
21801,1824337.953
21802,1816763.964
21803,1739700.277
21804,1477732.827
21805,1783869.21
21806,1703109.933
21807,1682969.335
21808,2035572.097
21809,2356971.921
21810,2204466.625
21811,1930047.125
21812,1684858.86
21813,2602012.578
21814,1604825.909
21815,2202455.067
21816,1861873.295
21817,1668473.247
21818,2076045.931
21819,1805990.017
21820,2250782.908
21821,1513218.457
21822,1496687.726
21823,2056387.42
21824,2081611.122
21825,1782284.058
21826,2637113.573
21827,1837615.551
21828,1735716.661
21829,2020897.247
21830,1621498.241
21831,1631327.737
21832,1958868.233
21833,1694574.367
21834,1482692.104
21835,1963403.306
21836,2437869.983
21837,1695896.486
21838,1566456.662
21839,1971200.123
21840,1701158.429
21841,1769201.281
21842,1700924.78
21843,1968229.408
21844,1785083.603
21845,2044667.975
21846,1761234.291
21847,2683889.755
21848,1742237.339
21849,2128954.882
21850,1423988.021
21851,2016907.081
21852,1994174.473
21853,2005063.835
21854,2023618.796
21855,2174465.208
21856,1621967.191
21857,2404204.999
21858,1828028.296
21859,1872702.254
21860,1637049.341
21861,1971060.218
21862,1851869.967
21863,1629551.776
21864,1745601.473
21865,1771881.442
21866,1912497.881
21867,1592739.189
21868,2049131.85
21869,1831448.876
21870,2002163.474
21871,1687436.541
21872,1955346.999
21873,1741612.347
21874,1666955.592
21875,1860129.241
21876,2130055.573
21877,1751752.006
21878,1605182.888
21879,1830049.384
21880,1710164.004
21881,1733575.424
21882,1852280.954
21883,1786508.149
21884,1755573.646
21885,1961162.834
21886,2362359.586
21887,2287730.86
21888,1859528.271
21889,1783335.973
21890,1859086.964
21891,1600425.589
21892,1874101.059
21893,2103385.409
21894,1828553.026
21895,1957797.684
21896,1852977.545
21897,1980611.963
21898,1948520.428
21899,1989725.821
21900,1709817.843
21901,1944541.653
21902,1871719.687
21903,1733663.974
21904,2714321.328
21905,1551897.384
21906,1923178.489
21907,1922914.248
21908,1864283.197
21909,1778666.947
21910,2373380.979
21911,1971995.592
21912,1545409.446
21913,1742189.607
21914,1973048.772
21915,2129523.075
21916,1891995.222
21917,1950764.479
21918,1679144.779
21919,1549396.156
21920,1502667.991
21921,1663413.884
21922,2080342.227
21923,1678758.42
21924,1866369.895
21925,1621133.211
21926,1719122.777
21927,1785654.738
21928,1489990.902
21929,1898643.355
21930,2265785.606
21931,1870250.769
21932,1716999.039
21933,2075614.435
21934,2024227.798
21935,1819205.133
21936,1525274.393
21937,2149415.952
21938,2206025.262
21939,1824060.728
21940,1633784.737
21941,1462496.339
21942,1886158.648
21943,1817679.753
21944,2167802.795
21945,1578553.511
21946,1801592.015
21947,1539948.291
21948,1577040.446
21949,1952796.142
21950,1635295.914
21951,1708241.88
21952,1766809.313
21953,1975093.102
21954,2019005.757
21955,1607994.136
21956,1598662.196
21957,2155918.223
21958,1845703.262
21959,1728564.605
21960,1907322.088
21961,2016635.882
21962,2457351.552
21963,2294298.357
21964,2010033.688
21965,1913604.92
21966,1675878.526
21967,1732091.901
21968,1741996.11
21969,2352658.147
21970,2311112.869
21971,1661924.708
21972,1566098.137
21973,2086904.953
21974,2184076.049
21975,1777023.742
21976,1790600.467
21977,1862606.113
21978,1597688.244
21979,2063171.635
21980,1817158.38
21981,2207521.668
21982,1731884.585
21983,1645793.702
21984,1774585.767
21985,2159175.379
21986,1880255.873
21987,1951534.455
21988,1748176.391
21989,2160742.779
21990,2180648.127
21991,2075095.058
21992,2096647.837
21993,2196124.095
21994,1661624.299
21995,2124218.318
21996,1803018.148
21997,1855805.798
21998,1781786.887
21999,1651634.34
22000,1922952.202
22001,1759498.782
